Section,Customer,Customer Code,Brand,Product Supergroup,Product Group,Product Subgroup,Line,Year,Variance Fixed Cost PLN
NS PL Projekty Północ,BLETWOOD INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL5272713774,Nowy Styl,Meble,Meble do przechowywania,Szafy i regały,Easy Space,2024,629
NS PL Projekty Północ,BLETWOOD INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL5272713774,Nowy Styl,Meble,Meble do przechowywania,Szafy i regały,SQart,2024,114
NS PL Projekty Północ,BLETWOOD INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL5272713774,Nowy Styl,Meble,"Panele, ścianki, produkty akustyczne","Panele górne, dolne, boczne",CS5040,2024,1
NS PL Projekty Północ,BLETWOOD INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL5272713774,Nowy Styl,Meble,"Panele, ścianki, produkty akustyczne","Panele górne, dolne, boczne",Easy Space,2024,2
NS PL Projekty Północ,BLETWOOD INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL5272713774,Nowy Styl,Meble,Stoły i stoliki,Stoły do spotkań (nieskładane),CS5040,2024,69
NS PL Projekty Północ,BLETWOOD INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL5272713774,Nowy Styl,Meble,Stoły i stoliki,Stoły do spotkań (nieskładane),MeeThink,2024,46
NS PL Projekty Północ,BLETWOOD INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL5272713774,Nowy Styl,Meble,Stoły i stoliki,Stoły do spotkań składane,Convenio,2024,124
NS PL Projekty Północ,BLETWOOD INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL5272713774,Nowy Styl,Pozostałe,Komponenty i materiały,Mediaporty,Media Porty,2024,67
NS PL Projekty Północ,BLETWOOD INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL5272713774,Nowy Styl,Softseating,Softseating,Fotele,Athena,2024,157
NS PL Projekty Północ,BLETWOOD INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL5272713774,Nowy Styl,Softseating,Softseating,Sofy i sofy modułowe,Studio,2024,44
NS PL Projekty Północ,BLETWOOD INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL5272713774,Pozostałe,Meble,Meble do przechowywania,Meble metalowe,Pozostałe,2024,-898
NS PL Projekty Północ,BLETWOOD INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL5272713774,Pozostałe,Meble,"Panele, ścianki, produkty akustyczne",Budki telefoniczne i room in room,Pozostałe,2024,-2271
NS PL Projekty Północ,BLETWOOD INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL5272713774,Pozostałe,Meble,Stoły i stoliki,Stoliki,Pozostałe,2024,-249
NS PL Projekty Północ,BLETWOOD INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL5272713774,Pozostałe,Pozostałe,Komponenty i materiały,Cable management,Kanały kablowe,2024,4
NS PL Projekty Północ,BLETWOOD INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL5272713774,Pozostałe,Pozostałe,Komponenty i materiały,Elementy montażowe,Multiline komponenty,2024,4
NS PL Projekty Północ,BLETWOOD INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL5272713774,Pozostałe,Pozostałe,Komponenty i materiały,Zestawy naprawcze i montażowe,Multiline komponenty,2024,-351
NS PL Projekty Północ,BLETWOOD INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL5272713774,Pozostałe,Pozostałe,Produkty uzupełniające,"Doniczki, kwiaty i akcesoria",Pozostałe,2024,-1046
NS PL Projekty Północ,BLETWOOD INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL5272713774,Pozostałe,Softseating,Softseating,Fotele,Pozostałe,2024,-874
NS PL Projekty Północ,BLETWOOD INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL5272713774,Pozostałe,Softseating,Softseating,Sofy i sofy modułowe,Pozostałe,2024,-217
NS PL Projekty Północ,BLETWOOD INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL5272713774,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Inta,2024,16
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Kusch+Co,Meble,Stoły i stoliki,Stoły do spotkań (nieskładane),san_siro,2024,78
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Kusch+Co,Softseating,Softseating,Fotele,Lupino,2024,329
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Kusch+Co,Softseating,Softseating,Sofy i sofy modułowe,Genaya,2024,48
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Xilium,2024,233
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,YouTEAM,2024,92
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Tauko,2024,48
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,CS5040,2024,18
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,Easy Space,2024,4
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,eUP,2024,16
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Nowy Styl,Meble,Biurka i stanowiska workbench,Workbenche i moduły dodatkowe do workbenchy,eUP,2024,292
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Nowy Styl,Meble,Meble do przechowywania,Kontenery,SQart,2024,109
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Nowy Styl,Meble,Meble do przechowywania,Sideboardy,SQart,2024,13
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Nowy Styl,Meble,Meble do przechowywania,Szafy i regały,SQart,2024,566
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Nowy Styl,Meble,Meble do przechowywania,Szafy i regały,SQart,2025,49
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Nowy Styl,Meble,Stoły i stoliki,Stoły do spotkań (nieskładane),CS5040,2024,33
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Nowy Styl,Meble,Stoły i stoliki,Stoły do spotkań (nieskładane),MeeThink,2024,11
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Nowy Styl,Pozostałe,Komponenty i materiały,Wyposażenie do stanowisk pracy,Uchwyty Pc,2024,16
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Nowy Styl,Pozostałe,Produkty uzupełniające,"Doniczki, kwiaty i akcesoria",Offa,2024,72
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Nowy Styl,Pozostałe,Produkty uzupełniające,"Doniczki, kwiaty i akcesoria",Offa,2025,130
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Nowy Styl,Softseating,Softseating,Sofy i sofy modułowe,Tilkka,2024,46
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Pozostałe,Meble,Meble do przechowywania,Meble na wymiar,Pozostałe,2024,-2012
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Pozostałe,Pozostałe,Komponenty i materiały,Cable management,Kanały kablowe,2024,3
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Pozostałe,Pozostałe,Komponenty i materiały,Cable management,Multiline komponenty,2024,11
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Pozostałe,Pozostałe,Komponenty i materiały,Cable management,Multiline komponenty,2025,4
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Pozostałe,Pozostałe,Komponenty i materiały,Mediaporty,Multiline komponenty,2024,-154
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Pozostałe,Pozostałe,Komponenty i materiały,Safety solutions,Multiline komponenty,2024,-71
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Pozostałe,Pozostałe,Komponenty i materiały,"Zamki, wkładki, kluczyki",Multiline komponenty,2024,1
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Pozostałe,Pozostałe,Produkty uzupełniające,"RTV, AGD i sprzęt elektroniczny",Pozostałe,2024,-185
NS PL Projekty Północ,BLUE IRIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,PL9721303899,Pozostałe,Pozostałe,Produkty uzupełniające,Wyposażenie kuchnii i łazienek,Pozostałe,2024,-684
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,2024,0
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Kusch+Co,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Smile,2025,11
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Kusch+Co,Softseating,Softseating,Fotele,Lupino,2025,27
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Xenium,2024,2
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Xilium,2024,25
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Xilium,2025,296
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Cadeira,2024,30
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Tauko,2024,24
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Tauko,2025,3
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Krzesła,Ławki i taborety,Krzesła ramowe barowe i hockery,Vapaa,2025,3
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,bSpace,2025,48
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,eComo,2025,1
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,eModel 3.0,2024,9
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,eModel 3.0,2025,27
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,eUP,2024,6
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Meble,Biurka i stanowiska workbench,Workbenche i moduły dodatkowe do workbenchy,eUP,2024,169
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Meble,Biurka i stanowiska workbench,Workbenche i moduły dodatkowe do workbenchy,eUP,2025,5
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Meble,Meble do przechowywania,Szafy i regały,Easy Space,2024,8
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Meble,Meble do przechowywania,Szafy i regały,Easy Space,2025,13
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Meble,"Panele, ścianki, produkty akustyczne","Panele górne, dolne, boczne",CS5040,2025,15
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Meble,"Panele, ścianki, produkty akustyczne","Panele górne, dolne, boczne",eModel 3.0,2025,16
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Meble,Stoły i stoliki,Stoliki,Tapa,2024,2
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Meble,Stoły i stoliki,Stoły do spotkań (nieskładane),CS5040,2024,7
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Meble,Stoły i stoliki,Stoły do spotkań (nieskładane),CS5040,2025,5
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Meble,Stoły i stoliki,Stoły do spotkań (nieskładane),Tauko,2024,5
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Meble,Stoły i stoliki,Stoły do spotkań składane,Flib,2024,18
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Softseating,Softseating,Fotele,Kaika,2024,93
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Softseating,Softseating,Fotele,Naudu,2025,7
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Softseating,Softseating,Fotele,Tilkka,2024,21
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Softseating,Softseating,Pufy i pufy modułowe,Dotto,2024,2
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Softseating,Softseating,Pufy i pufy modułowe,Dotto,2025,1
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Softseating,Softseating,Pufy i pufy modułowe,Tapa,2024,5
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Softseating,Softseating,Sofy i sofy modułowe,Mollen,2025,7
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Nowy Styl,Softseating,Softseating,Sofy i sofy modułowe,Tilkka,2024,14
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Pozostałe,Meble,Meble do przechowywania,Szafy i regały,Pozostałe,2025,-43
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Pozostałe,Meble,Stoły i stoliki,Stoliki,Pozostałe,2025,-480
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Pozostałe,Pozostałe,Komponenty i materiały,Cable management,Kanały kablowe,2025,1
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Pozostałe,Pozostałe,Komponenty i materiały,Cable management,Multiline komponenty,2024,20
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Pozostałe,Pozostałe,Komponenty i materiały,Cable management,Multiline komponenty,2025,6
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Pozostałe,Pozostałe,Komponenty i materiały,Elementy montażowe,Multiline komponenty,2024,1
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Pozostałe,Pozostałe,Komponenty i materiały,Mediaporty,Multiline komponenty,2024,-12
NS PL Projekty Północ,BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA,PL5261008546,Pozostałe,Pozostałe,Komponenty i materiały,"Zamki, wkładki, kluczyki",Multiline komponenty,2025,-1
NS PL Projekty Północ,BNP PARIBAS GROUP SERVICE CENTER SPÓŁKA AKCYJNA,PL5272098665,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,eModel 3.0,2024,35
NS PL Projekty Północ,BNP PARIBAS GROUP SERVICE CENTER SPÓŁKA AKCYJNA,PL5272098665,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,eModel 3.0,2025,10
NS PL Projekty Północ,BNP PARIBAS S.A ODDZIAŁ W POLSCE,PL1070002909,Nowy Styl,Krzesła,Ławki i taborety,Krzesła ramowe barowe i hockery,Fondo,2024,1
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Kusch+Co,Krzesła,Ławki i taborety,Taborety,Creva,2024,9
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Kusch+Co,Meble,Stoły i stoliki,Stoły do spotkań (nieskładane),Creva,2024,41
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Xilium,2024,202
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,2ME,2024,24
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na podstawie czteroramiennej,Vapaa,2024,17
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Nowy Styl,Krzesła,Ławki i taborety,Krzesła ramowe barowe i hockery,Vapaa,2024,14
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Nowy Styl,Krzesła,Ławki i taborety,Ławki wysokie,Levitate,2024,17
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Nowy Styl,Krzesła,Ławki i taborety,Taborety,Belise,2024,7
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,eUP,2024,138
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Nowy Styl,Meble,Meble do przechowywania,Lockers,Puzlo,2024,55
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Nowy Styl,Meble,Meble do przechowywania,Sideboardy,Offa,2024,25
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Nowy Styl,Meble,Meble do przechowywania,Szafy i regały,SQart,2024,5
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Nowy Styl,Meble,Stoły i stoliki,Stoliki,Tapa,2024,4
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Nowy Styl,Meble,Stoły i stoliki,Stoły do spotkań (nieskładane),Levitate,2024,38
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Nowy Styl,Meble,Stoły i stoliki,Stoły do spotkań (nieskładane),MeeThink,2024,49
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Nowy Styl,Softseating,Softseating,Fotele,LinkUP,2024,10
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Nowy Styl,Softseating,Softseating,Fotele,Naudu,2024,11
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Nowy Styl,Softseating,Softseating,Fotele,Tilkka,2024,14
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Nowy Styl,Softseating,Softseating,Pufy i pufy modułowe,Dotto,2024,18
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Nowy Styl,Softseating,Softseating,Pufy i pufy modułowe,Tapa,2024,1
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Nowy Styl,Softseating,Softseating,Sofy i sofy modułowe,Tepee,2024,49
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Nowy Styl,Softseating,Softseating,Szezlongi,LinkUP,2024,18
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Pozostałe,Meble,Meble do przechowywania,Meble na wymiar,Pozostałe,2024,72
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Pozostałe,Pozostałe,Komponenty i materiały,Cable management,Kanały kablowe,2024,0
NS PL Projekty Północ,BOOZT TECHNOLOGY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL7831838198,Pozostałe,Pozostałe,Komponenty i materiały,Cable management,Multiline komponenty,2024,17
