Section,Customer,Customer Code,Brand,Product Supergroup,Product Group,Product Subgroup,Line,Year,Variance Fixed Cost PLN
NS PL Dealer, PHU LEGRANT KATARZYNA NAKONECZNY-KWARTNIK.,PL8871617392,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Taktik,2024,-12
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,2025,0
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,'@-Motion,2024,25
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,'@-Motion,2025,51
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,4ME,2024,13
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,4ME,2025,29
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Cafe,2025,3
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Intrata,2024,48
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Intrata,2025,97
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Navigo,2024,16
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Navigo,2025,62
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Orlando,2024,18
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Orlando,2025,27
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Sail,2024,21
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Viden,2024,13
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Viden,2025,6
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Xenium,2024,27
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Xenium,2025,30
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Z-body,2024,93
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Z-body,2025,27
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Cafe,2025,38
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Calado,2024,33
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Intrata,2024,5
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Lantana,2024,5
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Zen,2025,3
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Intrata,2025,9
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Vesta New,2025,72
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Ławki i taborety,Krzesła ramowe barowe i hockery,Cafe,2025,3
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Krzesła,Ławki i taborety,Taborety,Belise,2024,6
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,Easy Space,2024,2
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,Easy Space,2025,8
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,eUP,2024,32
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,eUP,2025,17
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Meble,Meble do przechowywania,Kontenery,Easy Space,2024,9
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Meble,Meble do przechowywania,Kontenery,Easy Space,2025,6
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Meble,Meble do przechowywania,Lockers,Puzlo,2025,30
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Meble,Meble do przechowywania,Szafy i regały,Easy Space,2024,44
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Meble,Meble do przechowywania,Szafy i regały,Easy Space,2025,0
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Meble,Stoły i stoliki,Stoły do spotkań składane,Flib,2025,24
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Pozostałe,Produkty uzupełniające,Wózki do przewozu mebli i krzeseł,Vesta New,2025,-1
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Softseating,Softseating,Fotele,Athena,2025,7
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Softseating,Softseating,Fotele,Club,2025,8
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Softseating,Softseating,Fotele,Hello!,2024,9
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Softseating,Softseating,Pufy i pufy modułowe,Dotto,2024,3
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Softseating,Softseating,Pufy i pufy modułowe,Dotto,2025,2
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Softseating,Softseating,Sofy i sofy modułowe,Club,2024,5
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Softseating,Softseating,Sofy i sofy modułowe,Magnes II,2024,28
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Nowy Styl,Softseating,Softseating,Szezlongi,LinkUP,2024,11
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Pozostałe,Meble,"Panele, ścianki, produkty akustyczne","Nakładki, listwy organizacyjne i zawieszki do paneli",Pozostałe,2025,0
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Pozostałe,Pozostałe,Komponenty i materiały,Elementy montażowe,Multiline komponenty,2024,1
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Pozostałe,Pozostałe,Komponenty i materiały,Elementy montażowe,Multiline komponenty,2025,2
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Pozostałe,Pozostałe,Komponenty i materiały,Kółka i stopki,Multiline komponenty,2024,1
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Pozostałe,Pozostałe,Komponenty i materiały,Kółka i stopki,Multiline komponenty,2025,3
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Pozostałe,Pozostałe,Komponenty i materiały,Podłokietniki,Multiline komponenty,2024,0
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Pozostałe,Pozostałe,Komponenty i materiały,Podłokietniki,Multiline komponenty,2025,0
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Pozostałe,Pozostałe,Komponenty i materiały,Siedziska,Multiline komponenty,2024,0
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Pozostałe,Pozostałe,Komponenty i materiały,Zagłówki,Multiline komponenty,2024,1
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Pozostałe,Pozostałe,Komponenty i materiały,"Zamki, wkładki, kluczyki",Multiline komponenty,2024,0
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Bizzi,2024,112
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Chester,2024,6
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Eggy,2024,15
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Eggy,2025,225
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,I-line,2024,16
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,I-line,2025,2
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Master,2024,10
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Master,2025,37
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Mirage,2024,6
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Nargo,2024,63
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Nargo,2025,61
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Werek,2025,3
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Worker,2024,7
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Elva,2024,4
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2024,33
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Loco II,2024,76
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Samba,2024,4
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Samba,2025,7
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Styl,2024,12
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Styl,2025,22
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Rumba,2025,8
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Meble,Stoły i stoliki,Stoły do spotkań składane,Rico,2024,12
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Pozostałe,Produkty uzupełniające,Wieszaki wolnostojące,Arizona,2024,3
NS PL Dealer,"""ABI"" S.C. EWA RYLSKA AGNIESZKA SIKORSKA-AUGUSTYN",PL8942467802,Sohos by Nowy Styl,Pozostałe,Produkty uzupełniające,Wieszaki wolnostojące,Arizona,2025,3
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,2024,0
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,2025,0
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Intrata,2024,306
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Intrata,2025,123
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Taktik,2024,130
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Taktik,2025,49
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Xilium,2025,147
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Cafe,2024,22
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Cafe,2025,34
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Calado,2024,5
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Vesta New,2024,69
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Vesta New,2025,29
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,bSpace,2025,9
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Nowy Styl,Meble,Biurka i stanowiska workbench,Dostawki i blaty do dostawek,Easy Space,2025,2
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Nowy Styl,Meble,Meble do przechowywania,Kontenery,Easy Space,2024,10
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Nowy Styl,Meble,Meble do przechowywania,Kontenery,Easy Space,2025,8
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Nowy Styl,Meble,Meble do przechowywania,Szafy i regały,Easy Space,2024,60
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Nowy Styl,Meble,"Panele, ścianki, produkty akustyczne","Nakładki, listwy organizacyjne i zawieszki do paneli",Easy Space,2024,1
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Nowy Styl,Meble,"Panele, ścianki, produkty akustyczne","Panele górne, dolne, boczne",Easy Space,2024,2
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Nowy Styl,Softseating,Softseating,Fotele,Athena,2024,61
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Nowy Styl,Softseating,Softseating,Fotele,Hello!,2025,28
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Pozostałe,Meble,Biurka i stanowiska workbench,Kolumny regulowane i moduły sterujące,Multiline komponenty,2025,0
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Pozostałe,Pozostałe,Komponenty i materiały,Kółka i stopki,Multiline komponenty,2024,0
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Master,2024,22
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Master,2025,9
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Neo,2025,6
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Sonata,2024,116
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Goliat,2024,5
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Goliat,2025,4
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Nargo,2024,3
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Nargo,2025,4
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Werek,2024,22
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2024,59
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2025,43
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Loco II,2024,64
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Samba,2025,9
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Tulipan,2024,0
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Rumba,2024,38
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Rumba,2025,21
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Sohos by Nowy Styl,Pozostałe,Komponenty i materiały,Podłokietniki,Iso,2024,40
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Sohos by Nowy Styl,Pozostałe,Produkty uzupełniające,Wieszaki wolnostojące,Arizona,2024,22
NS PL Dealer,"""ABSOLUT-PARTNER"" GRAŻYNA BRZOZOWSKA",PL7741016564,Sohos by Nowy Styl,Pozostałe,Produkty uzupełniające,Wieszaki wolnostojące,Arizona,2025,11
NS PL Dealer,"""ALPHA DAN"" JANUSZ CHILEWSKI SPÓŁKA JAWNA",PL5541924801,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Taktik,2025,2
NS PL Dealer,"""ALPHA DAN"" JANUSZ CHILEWSKI SPÓŁKA JAWNA",PL5541924801,Pozostałe,Pozostałe,Komponenty i materiały,Kółka i stopki,Multiline komponenty,2024,1
NS PL Dealer,"""ALPHA DAN"" JANUSZ CHILEWSKI SPÓŁKA JAWNA",PL5541924801,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,I-line,2024,27
NS PL Dealer,"""ALPHA DAN"" JANUSZ CHILEWSKI SPÓŁKA JAWNA",PL5541924801,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,I-line,2025,14
